student_number,ansession,program,term,semester,state,count
D295476166C64563A129874DDD4689DABD317366DFEF26AF49F0C26FD0F37108,20123,Pure,3,Fall,Fall-Pure-3,3
D295476166C64563A129874DDD4689DABD317366DFEF26AF49F0C26FD0F37108,20131,Pure,4,Winter,Winter-Pure-4,4
D295476166C64563A129874DDD4689DABD317366DFEF26AF49F0C26FD0F37108,20131,200B0,5,Winter,Graduated,5
D2B1673043EAD431154278607255AE3038CCA606A061E4C18146C2D6A0092DE7,20153,Health,1,Fall,Fall-Health-1,1
D2B1673043EAD431154278607255AE3038CCA606A061E4C18146C2D6A0092DE7,20161,Health,2,Winter,Winter-Health-2,2
D2B1673043EAD431154278607255AE3038CCA606A061E4C18146C2D6A0092DE7,20163,Health,3,Fall,Fall-Health-3,3
D2C1C03A18BA3824BE9A6DFA9BFDE60B6B11E86A2875D52ED4F87230527810C3,20163,Pure,1,Fall,Fall-Pure-1,1
D2E33F113F4D3F808768DEE701C231DE698B9CAD223D3F209D7CC699EA7BF3AF,20123,Health,1,Fall,Fall-Health-1,1
D2E33F113F4D3F808768DEE701C231DE698B9CAD223D3F209D7CC699EA7BF3AF,20131,Health,2,Winter,Winter-Health-2,2
D2E33F113F4D3F808768DEE701C231DE698B9CAD223D3F209D7CC699EA7BF3AF,20133,Health,3,Fall,Fall-Health-3,3
D2E33F113F4D3F808768DEE701C231DE698B9CAD223D3F209D7CC699EA7BF3AF,20141,Health,4,Winter,Winter-Health-4,4
D2E33F113F4D3F808768DEE701C231DE698B9CAD223D3F209D7CC699EA7BF3AF,20141,200B0,5,Winter,Graduated,5
D2E6941B2FCD11F09389F2230556D4703696F99C8C59418E083DEE59904188AE,20153,Health,1,Fall,Fall-Health-1,1
D2E6941B2FCD11F09389F2230556D4703696F99C8C59418E083DEE59904188AE,20161,Health,2,Winter,Winter-Health-2,2
D2E6941B2FCD11F09389F2230556D4703696F99C8C59418E083DEE59904188AE,20163,Health,3,Fall,Fall-Health-3,3
D2F78F6D0183DEB11CC55FB4D0DD4B81CAF37CA7E06D57A34BF3EFFB5D2FD822,20133,Pure,1,Fall,Fall-Pure-1,1
D2F78F6D0183DEB11CC55FB4D0DD4B81CAF37CA7E06D57A34BF3EFFB5D2FD822,20141,Health,2,Winter,Winter-Health-2,2
D2F78F6D0183DEB11CC55FB4D0DD4B81CAF37CA7E06D57A34BF3EFFB5D2FD822,20143,Health,3,Fall,Fall-Health-3,3
D2F78F6D0183DEB11CC55FB4D0DD4B81CAF37CA7E06D57A34BF3EFFB5D2FD822,20151,Health,4,Winter,Winter-Health-4,4
D2F78F6D0183DEB11CC55FB4D0DD4B81CAF37CA7E06D57A34BF3EFFB5D2FD822,20151,200B0,5,Winter,Graduated,5
D2F8BFA3EE75071CA4230F42D81BFF194C33DD45489B800095ADF735F0FAD873,20103,Health,1,Fall,Fall-Health-1,1
D2F8BFA3EE75071CA4230F42D81BFF194C33DD45489B800095ADF735F0FAD873,20103,Health,1,Fall,Out,2
D2FC558F83504C980BDEE737D8B842F4075C8A3DAAFEA367305B0AA2230EA061,20123,Health,1,Fall,Fall-Health-1,1
D2FC558F83504C980BDEE737D8B842F4075C8A3DAAFEA367305B0AA2230EA061,20131,Health,2,Winter,Winter-Health-2,2
D2FC558F83504C980BDEE737D8B842F4075C8A3DAAFEA367305B0AA2230EA061,20133,Health,3,Fall,Fall-Health-3,3
D2FC558F83504C980BDEE737D8B842F4075C8A3DAAFEA367305B0AA2230EA061,20141,Health,4,Winter,Winter-Health-4,4
D2FC558F83504C980BDEE737D8B842F4075C8A3DAAFEA367305B0AA2230EA061,20141,200B0,5,Winter,Graduated,5
D303856BB7533CB47FD1B20A1983B85F9B024FDC0EAAC0C56532C570813445D8,20143,DSP,1,Fall,Fall-DSP-1,1
D303856BB7533CB47FD1B20A1983B85F9B024FDC0EAAC0C56532C570813445D8,20143,DSP,1,Fall,Out,2
D308FF99039A23BEF4E0E44CB8350E0F3FD43DEB8A35CD5C2C0A655726E04E88,20143,Pure,1,Fall,Fall-Pure-1,1
D308FF99039A23BEF4E0E44CB8350E0F3FD43DEB8A35CD5C2C0A655726E04E88,20151,Pure,2,Winter,Winter-Pure-2,2
D308FF99039A23BEF4E0E44CB8350E0F3FD43DEB8A35CD5C2C0A655726E04E88,20153,Pure,3,Fall,Fall-Pure-3,3
D308FF99039A23BEF4E0E44CB8350E0F3FD43DEB8A35CD5C2C0A655726E04E88,20161,Pure,4,Winter,Winter-Pure-4,4
D308FF99039A23BEF4E0E44CB8350E0F3FD43DEB8A35CD5C2C0A655726E04E88,20161,200B0,5,Winter,Graduated,5
D30E45977B13D1644C0D86DA9B9A7E2A028EC7DB7ED78714104FC7B9E7A48734,20113,Health,1,Fall,Fall-Health-1,1
D30E45977B13D1644C0D86DA9B9A7E2A028EC7DB7ED78714104FC7B9E7A48734,20121,Health,2,Winter,Winter-Health-2,2
D30E45977B13D1644C0D86DA9B9A7E2A028EC7DB7ED78714104FC7B9E7A48734,20123,Health,3,Fall,Fall-Health-3,3
D30E45977B13D1644C0D86DA9B9A7E2A028EC7DB7ED78714104FC7B9E7A48734,20131,Health,4,Winter,Winter-Health-4,4
D30E45977B13D1644C0D86DA9B9A7E2A028EC7DB7ED78714104FC7B9E7A48734,20131,200B0,5,Winter,Graduated,5
D31E5CAD292453F3E9738FFE0A505EEBAA879253869E71FB77C59946CA488B9A,20123,DSP,1,Fall,Fall-DSP-1,1
D31E5CAD292453F3E9738FFE0A505EEBAA879253869E71FB77C59946CA488B9A,20131,DSP,2,Winter,Winter-DSP-2,2
D31E5CAD292453F3E9738FFE0A505EEBAA879253869E71FB77C59946CA488B9A,20131,DSP,2,Winter,Out,3
D31F01A754D17AFB5452113E9F8E374FCCD48A836CEF433D902C6B755E9D1BDC,20153,Health,1,Fall,Fall-Health-1,1
D31F01A754D17AFB5452113E9F8E374FCCD48A836CEF433D902C6B755E9D1BDC,20161,Health,2,Winter,Winter-Health-2,2
D31F01A754D17AFB5452113E9F8E374FCCD48A836CEF433D902C6B755E9D1BDC,20163,Health,3,Fall,Fall-Health-3,3
D32EFD274FE3564BFF669B9D251794FDDA37C7CAEC645CCA4EB1A53B49E02138,20103,Health,1,Fall,Fall-Health-1,1
D32EFD274FE3564BFF669B9D251794FDDA37C7CAEC645CCA4EB1A53B49E02138,20111,Health,2,Winter,Winter-Health-2,2
D32EFD274FE3564BFF669B9D251794FDDA37C7CAEC645CCA4EB1A53B49E02138,20113,Health,3,Fall,Fall-Health-3,3
D32EFD274FE3564BFF669B9D251794FDDA37C7CAEC645CCA4EB1A53B49E02138,20121,Health,4,Winter,Winter-Health-4,4
D32EFD274FE3564BFF669B9D251794FDDA37C7CAEC645CCA4EB1A53B49E02138,20123,Health,5,Fall,Fall-Health-5,5
D32EFD274FE3564BFF669B9D251794FDDA37C7CAEC645CCA4EB1A53B49E02138,20123,200B0,6,Fall,Graduated,6
D338EFD3BBFE5A7F1F31B30233D8C4A1C3BD5176353E54AD8B3FF5C8498C7553,20163,Health,1,Fall,Fall-Health-1,1
D33D2831CC424A24AF70F3CB21DF7FE59650FE93C2BA4BE3D7208A342201DFC8,20141,Health,1,Winter,Winter-Health-1,1
D33D2831CC424A24AF70F3CB21DF7FE59650FE93C2BA4BE3D7208A342201DFC8,20143,Health,2,Fall,Fall-Health-2,2
D33D2831CC424A24AF70F3CB21DF7FE59650FE93C2BA4BE3D7208A342201DFC8,20151,Health,3,Winter,Winter-Health-3,3
D33D2831CC424A24AF70F3CB21DF7FE59650FE93C2BA4BE3D7208A342201DFC8,20153,Health,4,Fall,Fall-Health-4,4
D33D2831CC424A24AF70F3CB21DF7FE59650FE93C2BA4BE3D7208A342201DFC8,20153,200B0,5,Fall,Graduated,5
D350A0BB78496C9574233DB871641D24323C0E6B67C5414DE05FB84C26563E8B,20133,Health,1,Fall,Fall-Health-1,1
D350A0BB78496C9574233DB871641D24323C0E6B67C5414DE05FB84C26563E8B,20141,Health,2,Winter,Winter-Health-2,2
D350A0BB78496C9574233DB871641D24323C0E6B67C5414DE05FB84C26563E8B,20143,Health,3,Fall,Fall-Health-3,3
D350A0BB78496C9574233DB871641D24323C0E6B67C5414DE05FB84C26563E8B,20151,Health,4,Winter,Winter-Health-4,4
D350A0BB78496C9574233DB871641D24323C0E6B67C5414DE05FB84C26563E8B,20151,200B0,5,Winter,Graduated,5
D35AC37A40D80E0D4B89530D73BD52854F16273F7FFF625868BE4D7131971293,20153,Health,1,Fall,Fall-Health-1,1
D35AC37A40D80E0D4B89530D73BD52854F16273F7FFF625868BE4D7131971293,20161,Health,2,Winter,Winter-Health-2,2
D35AC37A40D80E0D4B89530D73BD52854F16273F7FFF625868BE4D7131971293,20163,Health,3,Fall,Fall-Health-3,3
D35D2F56EB17ADB25F9B388196DC6C3F693AD8C6E359338174C98CA1D79EA6F1,20163,Health,1,Fall,Fall-Health-1,1
D3671EF6C8479470A17F1951F7D54E06333F598B085FC0738CCF4889CFFB14AF,20131,Pure,1,Winter,Winter-Pure-1,1
D3671EF6C8479470A17F1951F7D54E06333F598B085FC0738CCF4889CFFB14AF,20133,Health,2,Fall,Fall-Health-2,2
D3671EF6C8479470A17F1951F7D54E06333F598B085FC0738CCF4889CFFB14AF,20141,Health,3,Winter,Winter-Health-3,3
D3671EF6C8479470A17F1951F7D54E06333F598B085FC0738CCF4889CFFB14AF,20141,200B0,4,Winter,Graduated,4
D36EF5AC79159780CA21E3E590A26CB2D487930E19F72DB03D07AEC150E933D3,20123,Pure,1,Fall,Fall-Pure-1,1
D36EF5AC79159780CA21E3E590A26CB2D487930E19F72DB03D07AEC150E933D3,20131,Pure,2,Winter,Winter-Pure-2,2
D36EF5AC79159780CA21E3E590A26CB2D487930E19F72DB03D07AEC150E933D3,20133,Pure,3,Fall,Fall-Pure-3,3
D36EF5AC79159780CA21E3E590A26CB2D487930E19F72DB03D07AEC150E933D3,20141,Pure,4,Winter,Winter-Pure-4,4
D36EF5AC79159780CA21E3E590A26CB2D487930E19F72DB03D07AEC150E933D3,20141,200B0,5,Winter,Graduated,5
D374C3F6B71993FA8B32B8E18FD744BB951210F701B5B797CBD9E93457F6CEEE,20143,Pure,1,Fall,Fall-Pure-1,1
D374C3F6B71993FA8B32B8E18FD744BB951210F701B5B797CBD9E93457F6CEEE,20151,Pure,2,Winter,Winter-Pure-2,2
D374C3F6B71993FA8B32B8E18FD744BB951210F701B5B797CBD9E93457F6CEEE,20153,Pure,3,Fall,Fall-Pure-3,3
D374C3F6B71993FA8B32B8E18FD744BB951210F701B5B797CBD9E93457F6CEEE,20161,Pure,4,Winter,Winter-Pure-4,4
D374C3F6B71993FA8B32B8E18FD744BB951210F701B5B797CBD9E93457F6CEEE,20161,200B0,5,Winter,Graduated,5
D375CF3EF6242EEBED38E2E6D13E353818C6D2F128CA67F384D55EC98D9DCEDF,20143,DSP,1,Fall,Fall-DSP-1,1
D375CF3EF6242EEBED38E2E6D13E353818C6D2F128CA67F384D55EC98D9DCEDF,20151,DSP,2,Winter,Winter-DSP-2,2
D375CF3EF6242EEBED38E2E6D13E353818C6D2F128CA67F384D55EC98D9DCEDF,20153,Pure,3,Fall,Fall-Pure-3,3
D375CF3EF6242EEBED38E2E6D13E353818C6D2F128CA67F384D55EC98D9DCEDF,20161,Pure,4,Winter,Winter-Pure-4,4
D375CF3EF6242EEBED38E2E6D13E353818C6D2F128CA67F384D55EC98D9DCEDF,20161,200B0,5,Winter,Graduated,5
D3779E4F339D75186A16B7BDBF89E5282A9F3E5A9DB172D41606AC12E54CFCCA,20163,Health,1,Fall,Fall-Health-1,1
D3789657B9AF00E3E8E3E2B70BB3BC3D292EF425E67D4740ED88A9571ED85C30,20143,Health,1,Fall,Fall-Health-1,1
D3789657B9AF00E3E8E3E2B70BB3BC3D292EF425E67D4740ED88A9571ED85C30,20151,Health,2,Winter,Winter-Health-2,2
D3789657B9AF00E3E8E3E2B70BB3BC3D292EF425E67D4740ED88A9571ED85C30,20153,Health,3,Fall,Fall-Health-3,3
D3789657B9AF00E3E8E3E2B70BB3BC3D292EF425E67D4740ED88A9571ED85C30,20161,Health,4,Winter,Winter-Health-4,4
D3789657B9AF00E3E8E3E2B70BB3BC3D292EF425E67D4740ED88A9571ED85C30,20161,200B0,5,Winter,Graduated,5
D3956EC378FA1777C3E631B1299C68B6A85A9E81F1B2D9BC32A3488A2887CCD5,20143,Health,1,Fall,Fall-Health-1,1
D3956EC378FA1777C3E631B1299C68B6A85A9E81F1B2D9BC32A3488A2887CCD5,20151,Health,2,Winter,Winter-Health-2,2
D3956EC378FA1777C3E631B1299C68B6A85A9E81F1B2D9BC32A3488A2887CCD5,20153,Health,3,Fall,Fall-Health-3,3
D3956EC378FA1777C3E631B1299C68B6A85A9E81F1B2D9BC32A3488A2887CCD5,20161,Health,4,Winter,Winter-Health-4,4
D3956EC378FA1777C3E631B1299C68B6A85A9E81F1B2D9BC32A3488A2887CCD5,20161,200B0,5,Winter,Graduated,5
D399F1D03C4066B06441D2B5CD4C8BE16B68E59A1BE22494084A61964A6D42B1,20153,DSP,1,Fall,Fall-DSP-1,1
D399F1D03C4066B06441D2B5CD4C8BE16B68E59A1BE22494084A61964A6D42B1,20161,DSP,2,Winter,Winter-DSP-2,2
D399F1D03C4066B06441D2B5CD4C8BE16B68E59A1BE22494084A61964A6D42B1,20163,Pure,3,Fall,Fall-Pure-3,3
D39A8AC534A5393B5EDAB8642E5E285CACD534C9C087EE1495B1654AD6776BA2,20153,Health,1,Fall,Fall-Health-1,1
D39A8AC534A5393B5EDAB8642E5E285CACD534C9C087EE1495B1654AD6776BA2,20161,Health,2,Winter,Winter-Health-2,2
D39A8AC534A5393B5EDAB8642E5E285CACD534C9C087EE1495B1654AD6776BA2,20163,Health,3,Fall,Fall-Health-3,3
D39EE43189617EFFB35DC3D02170A1867F446542A486AC3B8A049A890A02D0A1,20153,Pure,1,Fall,Fall-Pure-1,1
D39EE43189617EFFB35DC3D02170A1867F446542A486AC3B8A049A890A02D0A1,20161,Pure,2,Winter,Winter-Pure-2,2
D39EE43189617EFFB35DC3D02170A1867F446542A486AC3B8A049A890A02D0A1,20163,Pure,3,Fall,Fall-Pure-3,3
D39F9B16FA4177370D56D2E5F1D6B87461C39E341151CBD7AF50AACCAAC5FF6D,20113,Health,1,Fall,Fall-Health-1,1
D39F9B16FA4177370D56D2E5F1D6B87461C39E341151CBD7AF50AACCAAC5FF6D,20121,Health,2,Winter,Winter-Health-2,2
D39F9B16FA4177370D56D2E5F1D6B87461C39E341151CBD7AF50AACCAAC5FF6D,20123,Health,3,Fall,Fall-Health-3,3
D39F9B16FA4177370D56D2E5F1D6B87461C39E341151CBD7AF50AACCAAC5FF6D,20131,Health,4,Winter,Winter-Health-4,4
D39F9B16FA4177370D56D2E5F1D6B87461C39E341151CBD7AF50AACCAAC5FF6D,20131,200B0,5,Winter,Graduated,5
D3A0788D56A1CDC191A0AD3117139E478E41D69B4837D5FA7250C580D1ADC41B,20133,DSP,1,Fall,Fall-DSP-1,1
D3A0788D56A1CDC191A0AD3117139E478E41D69B4837D5FA7250C580D1ADC41B,20141,DSP,2,Winter,Winter-DSP-2,2
D3A0788D56A1CDC191A0AD3117139E478E41D69B4837D5FA7250C580D1ADC41B,20141,DSP,2,Winter,Out,3
D3A1D3AB273CDDCA429993A9C66145AF4E3C3AAC18BCE8165224B69CDFF6EF96,20103,Health,1,Fall,Fall-Health-1,1
D3A1D3AB273CDDCA429993A9C66145AF4E3C3AAC18BCE8165224B69CDFF6EF96,20111,Health,2,Winter,Winter-Health-2,2
D3A1D3AB273CDDCA429993A9C66145AF4E3C3AAC18BCE8165224B69CDFF6EF96,20113,Health,3,Fall,Fall-Health-3,3
D3A1D3AB273CDDCA429993A9C66145AF4E3C3AAC18BCE8165224B69CDFF6EF96,20113,200B0,4,Fall,Graduated,4
D3B28564A4C2D74C6E3B66E7D55F7C367AF77708C99A2CA670B84BFE2E665F7E,20151,Health,1,Winter,Winter-Health-1,1
D3B28564A4C2D74C6E3B66E7D55F7C367AF77708C99A2CA670B84BFE2E665F7E,20153,Health,2,Fall,Fall-Health-2,2
D3B28564A4C2D74C6E3B66E7D55F7C367AF77708C99A2CA670B84BFE2E665F7E,20161,Health,3,Winter,Winter-Health-3,3
D3B28564A4C2D74C6E3B66E7D55F7C367AF77708C99A2CA670B84BFE2E665F7E,20161,200B0,4,Winter,Graduated,4
D3BA3B43AB2D647EF5143C509F3BF99E2110953717A3A33B5AB0F4E099935957,20103,Health,1,Fall,Fall-Health-1,1
D3BA3B43AB2D647EF5143C509F3BF99E2110953717A3A33B5AB0F4E099935957,20111,Health,2,Winter,Winter-Health-2,2
D3BA3B43AB2D647EF5143C509F3BF99E2110953717A3A33B5AB0F4E099935957,20111,200B0,3,Winter,Graduated,3
D3D366F1AE9EA6343901D01444BE8F966A506EEF0D8B0512155A07A139F16C41,20133,Enviro,1,Fall,Fall-Enviro-1,1
D3D366F1AE9EA6343901D01444BE8F966A506EEF0D8B0512155A07A139F16C41,20133,Enviro,1,Fall,Out,2
D3E719082F6CF1A63A91CD1463C4BD1DE23832853014B28D3375F825813916E0,20163,Pure,1,Fall,Fall-Pure-1,1
D3F7C285B99280A6FC3065BDD8618A2FF0BD90F3F726226F00E02436897E148F,20121,Health,1,Winter,Winter-Health-1,1
D3F7C285B99280A6FC3065BDD8618A2FF0BD90F3F726226F00E02436897E148F,20123,Health,2,Fall,Fall-Health-2,2
D3F7C285B99280A6FC3065BDD8618A2FF0BD90F3F726226F00E02436897E148F,20131,Health,3,Winter,Winter-Health-3,3
D3F7C285B99280A6FC3065BDD8618A2FF0BD90F3F726226F00E02436897E148F,20131,Health,3,Winter,Out,4
D40CB71283BC691C3D2AAF26C2F26D951AF6726E38C138A9DEAD69BCFB6E8038,20163,ESP,1,Fall,Fall-ESP-1,1
D4170F040F9F8A00E29070CD78260C62A586C76C9175AE2C03475A53B3EBD07A,20133,Enviro,1,Fall,Fall-Enviro-1,1
D4170F040F9F8A00E29070CD78260C62A586C76C9175AE2C03475A53B3EBD07A,20141,Enviro,2,Winter,Winter-Enviro-2,2
D4170F040F9F8A00E29070CD78260C62A586C76C9175AE2C03475A53B3EBD07A,20141,200B0,3,Winter,Graduated,3
D41BEA528451EA68546D91FB6EF4F051ED23889BE8C943A61988B6CCE4C17462,20133,Pure,1,Fall,Fall-Pure-1,1
D41BEA528451EA68546D91FB6EF4F051ED23889BE8C943A61988B6CCE4C17462,20141,Health,2,Winter,Winter-Health-2,2
D41BEA528451EA68546D91FB6EF4F051ED23889BE8C943A61988B6CCE4C17462,20143,Health,3,Fall,Fall-Health-3,3
D41BEA528451EA68546D91FB6EF4F051ED23889BE8C943A61988B6CCE4C17462,20151,Health,4,Winter,Winter-Health-4,4
D41BEA528451EA68546D91FB6EF4F051ED23889BE8C943A61988B6CCE4C17462,20151,200B0,5,Winter,Graduated,5
D422315DA3BC20414E33F0ED443201EBD89AD32104DE345B7B00E7B23BCB333E,20163,Pure,1,Fall,Fall-Pure-1,1
D424A203A1E22F9DA48D76AB02860C499AAACA18C395F679A40FDDD4DF2E6AA1,20113,Enviro,1,Fall,Fall-Enviro-1,1
D424A203A1E22F9DA48D76AB02860C499AAACA18C395F679A40FDDD4DF2E6AA1,20121,Enviro,2,Winter,Winter-Enviro-2,2
D424A203A1E22F9DA48D76AB02860C499AAACA18C395F679A40FDDD4DF2E6AA1,20123,Enviro,3,Fall,Fall-Enviro-3,3
D424A203A1E22F9DA48D76AB02860C499AAACA18C395F679A40FDDD4DF2E6AA1,20131,Enviro,4,Winter,Winter-Enviro-4,4
D424A203A1E22F9DA48D76AB02860C499AAACA18C395F679A40FDDD4DF2E6AA1,20131,Enviro,4,Winter,Out,5
D4285AA73387E95B2D62B4F102BCDA0B3C4203648734975D8D190DD663D4D5FA,20113,Health,1,Fall,Fall-Health-1,1
D4285AA73387E95B2D62B4F102BCDA0B3C4203648734975D8D190DD663D4D5FA,20121,Health,2,Winter,Winter-Health-2,2
D4285AA73387E95B2D62B4F102BCDA0B3C4203648734975D8D190DD663D4D5FA,20121,Health,2,Winter,Out,3
D42E00E537AC488E4EB2C18E54CD026124D100FC085BABF3B7899BC5B9FD168F,20151,Health,1,Winter,Winter-Health-1,1
D42E00E537AC488E4EB2C18E54CD026124D100FC085BABF3B7899BC5B9FD168F,20153,Health,2,Fall,Fall-Health-2,2
D42E00E537AC488E4EB2C18E54CD026124D100FC085BABF3B7899BC5B9FD168F,20161,Health,3,Winter,Winter-Health-3,3
D42E00E537AC488E4EB2C18E54CD026124D100FC085BABF3B7899BC5B9FD168F,20163,Health,4,Fall,Fall-Health-4,4
D4474CF996492E4C6C943EB9EDF1C91E7B3B26893A6B14FBED0C54BDF9B12232,20153,Health,1,Fall,Fall-Health-1,1
D4474CF996492E4C6C943EB9EDF1C91E7B3B26893A6B14FBED0C54BDF9B12232,20161,Health,2,Winter,Winter-Health-2,2
D4474CF996492E4C6C943EB9EDF1C91E7B3B26893A6B14FBED0C54BDF9B12232,20161,Health,2,Winter,Out,3
D449A146FE6626A62098AF7495857ABF9DE1E024F7667F7E4837AB883120F3B4,20151,Pure,1,Winter,Winter-Pure-1,1
D449A146FE6626A62098AF7495857ABF9DE1E024F7667F7E4837AB883120F3B4,20151,200B0,2,Winter,Graduated,2
D449A146FE6626A62098AF7495857ABF9DE1E024F7667F7E4837AB883120F3B4,20153,Pure,3,Fall,Fall-Pure-3,3
D449A146FE6626A62098AF7495857ABF9DE1E024F7667F7E4837AB883120F3B4,20153,Pure,3,Fall,Out,4
D452FD28457E3C3C5BD9374037494D0F7705C826D2EAD015084A303AB0EA734F,20123,Pure,1,Fall,Fall-Pure-1,1
D452FD28457E3C3C5BD9374037494D0F7705C826D2EAD015084A303AB0EA734F,20131,Pure,2,Winter,Winter-Pure-2,2
D452FD28457E3C3C5BD9374037494D0F7705C826D2EAD015084A303AB0EA734F,20131,Pure,2,Winter,Out,3
D479DF04F3B1D07FC347510E69579F5C7F666E74CD88368F96AA101968D16306,20103,Health,1,Fall,Fall-Health-1,1
D479DF04F3B1D07FC347510E69579F5C7F666E74CD88368F96AA101968D16306,20111,Health,2,Winter,Winter-Health-2,2
D479DF04F3B1D07FC347510E69579F5C7F666E74CD88368F96AA101968D16306,20111,200B0,3,Winter,Graduated,3
D47D53DE80BA3613BFBC262A0E11E76E9483923611A415BFE4B3D710E83939E6,20143,Pure,1,Fall,Fall-Pure-1,1
D47D53DE80BA3613BFBC262A0E11E76E9483923611A415BFE4B3D710E83939E6,20151,Health,2,Winter,Winter-Health-2,2
D47D53DE80BA3613BFBC262A0E11E76E9483923611A415BFE4B3D710E83939E6,20153,Pure,3,Fall,Fall-Pure-3,3
D47D53DE80BA3613BFBC262A0E11E76E9483923611A415BFE4B3D710E83939E6,20161,Pure,4,Winter,Winter-Pure-4,4
D47D53DE80BA3613BFBC262A0E11E76E9483923611A415BFE4B3D710E83939E6,20161,200B0,5,Winter,Graduated,5
D48187405F85E4A79C3606F947C595A9553C90B798FDB392B12D9948FFC26BEC,20103,DSP,1,Fall,Fall-DSP-1,1
D48187405F85E4A79C3606F947C595A9553C90B798FDB392B12D9948FFC26BEC,20111,DSP,2,Winter,Winter-DSP-2,2
D48187405F85E4A79C3606F947C595A9553C90B798FDB392B12D9948FFC26BEC,20111,DSP,2,Winter,Out,3
D48BA8902888C0B5B16D227B2F389A9353337E6D21FB0C819D79F3E6587F0C57,20121,Health,1,Winter,Winter-Health-1,1
D48BA8902888C0B5B16D227B2F389A9353337E6D21FB0C819D79F3E6587F0C57,20123,Health,2,Fall,Fall-Health-2,2
D48BA8902888C0B5B16D227B2F389A9353337E6D21FB0C819D79F3E6587F0C57,20131,Health,3,Winter,Winter-Health-3,3
D48BA8902888C0B5B16D227B2F389A9353337E6D21FB0C819D79F3E6587F0C57,20133,Health,4,Fall,Fall-Health-4,4
D48BA8902888C0B5B16D227B2F389A9353337E6D21FB0C819D79F3E6587F0C57,20133,Health,4,Fall,Out,5
D48D1DEE9087767D624B2AF821B25A7191A5EA033B275B14176CC44AC517A5AE,20133,Enviro,1,Fall,Fall-Enviro-1,1
D48D1DEE9087767D624B2AF821B25A7191A5EA033B275B14176CC44AC517A5AE,20141,Enviro,2,Winter,Winter-Enviro-2,2
D48D1DEE9087767D624B2AF821B25A7191A5EA033B275B14176CC44AC517A5AE,20143,Enviro,3,Fall,Fall-Enviro-3,3
D48D1DEE9087767D624B2AF821B25A7191A5EA033B275B14176CC44AC517A5AE,20151,Enviro,4,Winter,Winter-Enviro-4,4
D48D1DEE9087767D624B2AF821B25A7191A5EA033B275B14176CC44AC517A5AE,20151,200B0,5,Winter,Graduated,5
D4953AFE3A4B57BEEECA806237DD339DB22EF50B6B997AC5A25C3B6CD05505A8,20123,ESP,1,Fall,Fall-ESP-1,1
D4953AFE3A4B57BEEECA806237DD339DB22EF50B6B997AC5A25C3B6CD05505A8,20131,ESP,2,Winter,Winter-ESP-2,2
D4953AFE3A4B57BEEECA806237DD339DB22EF50B6B997AC5A25C3B6CD05505A8,20131,ESP,2,Winter,Out,3
D4A45DD15BDC2D0E2AE63F1B7DD35B7F99CB32A52959A49704DECE291FF00F3E,20143,Health,1,Fall,Fall-Health-1,1
D4A45DD15BDC2D0E2AE63F1B7DD35B7F99CB32A52959A49704DECE291FF00F3E,20151,Health,2,Winter,Winter-Health-2,2
D4A45DD15BDC2D0E2AE63F1B7DD35B7F99CB32A52959A49704DECE291FF00F3E,20153,Health,3,Fall,Fall-Health-3,3
D4A45DD15BDC2D0E2AE63F1B7DD35B7F99CB32A52959A49704DECE291FF00F3E,20161,Health,4,Winter,Winter-Health-4,4
D4A45DD15BDC2D0E2AE63F1B7DD35B7F99CB32A52959A49704DECE291FF00F3E,20161,200B0,5,Winter,Graduated,5
D4BA410216A93638FAD6E06A4B6239A7D00A1250DA0399ADAADF02FA8D317D28,20163,Health,1,Fall,Fall-Health-1,1
D4EDE1C774FC7F6A1AC75E801B3A714F38E4BBF6DBA31807FDACE8AECD1F1079,20153,Health,1,Fall,Fall-Health-1,1
D4EDE1C774FC7F6A1AC75E801B3A714F38E4BBF6DBA31807FDACE8AECD1F1079,20161,Health,2,Winter,Winter-Health-2,2
D4EDE1C774FC7F6A1AC75E801B3A714F38E4BBF6DBA31807FDACE8AECD1F1079,20163,Health,3,Fall,Fall-Health-3,3
D5162396CBECE226B5EFBDC707DB92880F3D866F16927EE91DC998EE807609F8,20163,Pure,1,Fall,Fall-Pure-1,1
D51CA2B455D47D9B28E7F9078EB50A241A324A4B0E8B6B59572704373976B885,20103,Pure,1,Fall,Fall-Pure-1,1
D51CA2B455D47D9B28E7F9078EB50A241A324A4B0E8B6B59572704373976B885,20111,Pure,2,Winter,Winter-Pure-2,2
D51CA2B455D47D9B28E7F9078EB50A241A324A4B0E8B6B59572704373976B885,20111,200B0,3,Winter,Graduated,3
D52262E40343A77DD19A02B39A764A3F15FAD92ECFFF66AF79F48F40AA18D869,20163,Pure,1,Fall,Fall-Pure-1,1
D5304D213FFCF40A3CEAE5D9CFCFEF35F3025C00C45133B0F54EA9039CC04A1B,20103,Health,1,Fall,Fall-Health-1,1
D5304D213FFCF40A3CEAE5D9CFCFEF35F3025C00C45133B0F54EA9039CC04A1B,20111,Health,2,Winter,Winter-Health-2,2
D5304D213FFCF40A3CEAE5D9CFCFEF35F3025C00C45133B0F54EA9039CC04A1B,20113,Health,3,Fall,Fall-Health-3,3
D5304D213FFCF40A3CEAE5D9CFCFEF35F3025C00C45133B0F54EA9039CC04A1B,20121,Health,4,Winter,Winter-Health-4,4
